rk,player,pos,g,solo,ast,comb,tfl,sk,int,yds,avg,int_td,pd,fr,yds_2,frtd,ff,awards,Team,Year,ret,y_ret,krtd,ret_2,y_ret_2,prtd,ap_yd,xpm,xpa,xp_percent,fgm,fga,fg_percent,pts,pnt,y_p,Rk,Player,Pos,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,att,y_a,td,y_g,rec,y_r,td_2,y_g_2,plays,yds_3,td_3,rush,oth_td,x2pm,sfty,pts_g
17.0,James Burns,WR,4.0,,,,,,,0.0,17.0,,,,17.0,,,,miami-oh,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1.0,17.0,0.0,4.3,1.0,17.0,0.0,,,,,
22.0,James Camden,LB,12.0,1.0,7.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,cincinnati,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.0,James Carolan,LS,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,bowling-green-state,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,James Carpenter,DL,11.0,15.0,36.0,51.0,11.0,5.5,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,james-madison,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.0,James Carpenter,DL,13.0,21.0,32.0,53.0,9.0,4.0,1.0,36.0,36.0,0.0,4.0,2.0,0.0,0.0,1.0,,james-madison,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.0,James Charles,RB,12.0,1.0,4.0,5.0,0.0,0.0,0.0,168.0,4.6,0.0,0.0,0.0,83.0,0.0,0.0,,florida-atlantic,2021,2.0,12.0,0.0,0.0,,0.0,275.0,0.0,0.0,,0.0,0.0,,12.0,,,,,,,,,,,,,,,,,,,,,47.0,3.6,2.0,14.0,0.0,11.9,0.0,6.9,54.0,251.0,2.0,2.0,0.0,0.0,0.0,1.0
4.0,James Cook,RB,15.0,,,,,,,728.0,7.2,0.0,,,284.0,0.0,,,georgia,2021,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,66.0,,,,,,,,,,,,,,,,,,,,,113.0,6.4,11.0,48.5,4.0,10.5,4.0,18.9,140.0,1012.0,11.0,7.0,0.0,0.0,0.0,4.4
47.0,James Dawn II,OL,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,sam-houston-state,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,James Della Pesca,TE,12.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.5,0.0,0.0,0.0,7.0,0.0,0.0,,temple,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2.0,3.5,0.0,0.6,2.0,7.0,0.0,,,,,
11.0,James Della Pesca,TE,9.0,,,,,,,0.0,10.0,,,,10.0,,,,temple,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,1.0,10.0,0.0,1.1,1.0,10.0,0.0,,,,,
28.0,James Dinneen,LB,9.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,ucla,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,James Djonkam,LB,12.0,7.0,8.0,15.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,arizona-state,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.0,James Djonkam,LB,12.0,7.0,13.0,20.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,arizona-state,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,James Douglas,LB,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,middle-tennessee-state,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.0,James Ester,DL,12.0,10.0,18.0,28.0,6.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,,northern-illinois,2022,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.5
5.0,James Ester,DL,13.0,23.0,26.0,49.0,7.0,4.0,0.0,0.0,,0.0,2.0,1.0,0.0,0.0,0.0,,northern-illinois,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,James Ester,DT,14.0,7.0,18.0,25.0,4.0,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,northern-illinois,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,James Evans,P,12.0,,,,,,,2886.0,,,,,,,,,indiana,2021,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,69.0,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,James Evans,P,12.0,,,,,,,3325.0,,,,,,,,,indiana,2022,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,75.0,44.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,James Evans,P,12.0,1.0,0.0,1.0,0.0,0.0,0.0,2612.0,,0.0,0.0,0.0,0.0,0.0,0.0,,indiana,2023,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,57.0,45.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,James Ferguson-Reynolds,P,13.0,,,,,,,2631.0,,,,,,,,,boise-state,2022,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,63.0,41.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,James Ferguson-Reynolds,P,14.0,,,,,,,2735.0,,,,,,,,,boise-state,2023,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,55.0,49.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,James Foster,QB,5.0,,,,,,,16.0,0.7,0.0,,,0.0,0.0,,,charlotte,2021,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,6.0,,,,,,,,,,,,,,,,,,,,,23.0,0.7,1.0,3.2,0.0,,0.0,0.0,23.0,16.0,1.0,1.0,0.0,0.0,0.0,1.2
18.0,James Foster,QB,6.0,,,,,,,17.0,1.5,,,,0.0,,,,charlotte,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,1.5,0.0,2.8,0.0,,0.0,0.0,11.0,17.0,0.0,,,,,
23.0,James Gordon IV,LB,3.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,minnesota,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,James Hansen,DT,12.0,11.0,8.0,19.0,3.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,nevada,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,James Hansen,DT,12.0,9.0,9.0,18.0,5.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,nevada,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,James Harris II,FB,12.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,3.8,0.0,0.0,1.0,0.0,0.0,0.0,,navy,2021,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,12.0,,,,,,,,,,,,,,,,,,,,,99.0,3.8,2.0,31.1,0.0,,0.0,0.0,99.0,373.0,2.0,2.0,0.0,0.0,0.0,1.0
25.0,James Head Jr.,DL,7.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,indiana,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.0,James Head Jr.,DL,10.0,8.0,14.0,22.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,indiana,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.0,James Hopson II,S,12.0,3.0,6.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,duke,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,James Jackson,LB,10.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,virginia,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,James Jackson,LB,10.0,29.0,31.0,60.0,2.0,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,virginia,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,James Jackson,LB,12.0,34.0,46.0,80.0,4.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,,virginia,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,James Jennette,DL,11.0,1.0,1.0,2.0,1.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,virginia-tech,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,James Johnson Jr.,DL,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,coastal-carolina,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40.0,James Johnson Jr.,DL,8.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,coastal-carolina,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,James Jointer,RB,1.0,,,,,,,9.0,3.0,,,,0.0,,,,arkansas,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,0.0,9.0,0.0,,0.0,0.0,3.0,9.0,0.0,,,,,
13.0,James Jointer,RB,9.0,1.0,0.0,1.0,0.0,0.0,0.0,251.0,5.9,0.0,0.0,0.0,7.0,0.0,0.0,,liberty,2023,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,12.0,,,,,,,,,,,,,,,,,,,,,43.0,5.8,2.0,27.9,0.0,7.0,0.0,0.8,44.0,258.0,2.0,2.0,0.0,0.0,0.0,1.3
21.0,James Jones,DB,13.0,6.0,2.0,8.0,0.0,0.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,,air-force,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,James Kreutz,LB,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,illinois,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,James Kreutz,LB,12.0,9.0,9.0,18.0,1.0,1.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,illinois,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,James Makszin,DL,12.0,4.0,19.0,23.0,2.0,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,ball-state,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,James McCourt,K,12.0,,,,,,,0.0,,0.0,,,,0.0,,,illinois,2021,,,0.0,,,0.0,,26.0,26.0,100.0,18.0,23.0,78.3,80.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,6.7
39.0,James Miller,LB,13.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,bowling-green-state,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.0,James Miller,LB,9.0,14.0,2.0,16.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,indiana,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.0,James Miller,LB,13.0,39.0,29.0,68.0,6.0,2.5,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,,south-alabama,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0,James Miller,LB,12.0,27.0,41.0,68.0,4.0,0.0,0.0,0.0,,0.0,0.0,1.0,9.0,0.0,0.0,,south-alabama,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.0,James Mitchell,DL,9.0,1.0,5.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,colorado-state,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,James Mitchell,DL,12.0,6.0,10.0,16.0,2.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,colorado-state,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,James Mitchell,DL,12.0,9.0,11.0,20.0,5.0,1.5,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,colorado-state,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,James Mitchell,TE,2.0,,,,,,,1.0,7.2,0.0,,,42.0,0.0,,,virginia-tech,2021,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,6.0,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.5,1.0,8.4,1.0,21.0,6.0,43.0,1.0,0.0,0.0,0.0,0.0,3.0
29.0,James Monds III,DB,11.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,indiana,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.0,James Neal,LB,12.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,texas-el-paso,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,James Neal,LB,4.0,5.0,7.0,12.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,texas-el-paso,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,James Neal,LB,12.0,27.0,54.0,81.0,2.0,1.0,1.0,30.0,30.0,0.0,2.0,1.0,0.0,0.0,1.0,,texas-el-paso,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,James Palmer,TE,11.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,28.0,0.0,0.0,,tulsa,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,2.0,14.0,0.0,2.5,2.0,28.0,0.0,,,,,
1.0,James Patterson,LB,12.0,49.0,66.0,115.0,12.0,4.5,1.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,,buffalo,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,James Patterson,LB,13.0,69.0,51.0,120.0,12.0,1.5,1.0,5.0,5.0,0.0,2.0,2.0,97.0,1.0,2.0,,buffalo,2022,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.5
34.0,James Pearce Jr.,DL,13.0,3.0,2.0,5.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,tennessee,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.0,James Pearce Jr.,DL,13.0,18.0,10.0,28.0,15.0,10.0,1.0,52.0,52.0,1.0,1.0,0.0,0.0,0.0,2.0,,tennessee,2023,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,0.5
31.0,James Perkins,DE,4.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,louisiana-monroe,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.0,James Phillips,RB,4.0,,,,,,,0.0,4.6,,,,32.0,,,,hawaii,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,0.0,0.0,4.0,8.0,0.0,8.0,7.0,32.0,0.0,,,,,
18.0,James Phillips,WR,5.0,,,,,,,0.0,8.7,,,,148.0,,,,hawaii,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,17.0,8.7,0.0,29.6,17.0,148.0,0.0,,,,,
38.0,James Quinnelly,DL,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,memphis,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,James Rawls,DL,13.0,11.0,13.0,24.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,oregon-state,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.0,James Rawls,DL,13.0,18.0,12.0,30.0,10.0,1.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,oregon-state,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,James Rawls,DL,13.0,14.0,12.0,26.0,6.0,0.5,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,2.0,,oregon-state,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,James Reed III,CB,10.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,arkansas-state,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.0,James Reed III,CB,13.0,8.0,12.0,20.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,arkansas-state,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36.0,James Robinson,OL,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,south-alabama,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,James Rosenberry Jr.,LS,12.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,florida-state,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41.0,James Rosenberry Jr.,LS,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,florida-state,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33.0,James Schott,DE,11.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,michigan-state,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,James Shellman IV,S,10.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,middle-tennessee-state,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,James Shellman IV,S,12.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,middle-tennessee-state,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.0,James Skalski,LB,13.0,42.0,48.0,90.0,5.0,2.5,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,0.0,,clemson,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47.0,James Smith,DE,4.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,louisiana-monroe,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,James Smith,DE,12.0,5.0,7.0,12.0,4.0,2.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,louisiana-monroe,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,James Smith,DL,9.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,alabama,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,James Smyre,LB,10.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,alabama-birmingham,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.0,James Stewart,DL,11.0,4.0,3.0,7.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,memphis,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,James Stewart,DL,12.0,6.0,9.0,15.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,middle-tennessee-state,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.0,James Thompson Jr.,DE,13.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,wisconsin,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,James Thompson Jr.,DE,13.0,10.0,13.0,23.0,7.0,2.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,wisconsin,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.0,James Thompson Jr.,DE,13.0,19.0,10.0,29.0,6.0,3.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,wisconsin,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,James Tomasi,DL,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,air-force,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.0,James Tomasi,DL,13.0,7.0,6.0,13.0,2.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,air-force,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.0,James Tucker,WR,13.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,21.2,0.0,0.0,0.0,423.0,0.0,0.0,,coastal-carolina,2023,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,18.0,,,,,,,,,,,,,,,,,,,,,0.0,,3.0,0.0,3.0,21.2,3.0,32.5,20.0,423.0,3.0,0.0,0.0,0.0,0.0,1.4
42.0,James Tunstall,OL,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,cincinnati,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0,James Tupou,FB,13.0,,,,,,,14.0,10.0,,,,66.0,,,,texas-el-paso,2021,2.0,1.0,0.0,0.0,,0.0,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,2.3,0.0,1.1,2.0,33.0,0.0,5.1,8.0,80.0,0.0,,,,,
7.0,James Tupou,FB,12.0,,,,,,,12.0,12.6,0.0,,,152.0,0.0,,,texas-el-paso,2022,,,0.0,,,0.0,,0.0,0.0,,0.0,0.0,,12.0,,,,,,,,,,,,,,,,,,,,,1.0,12.0,2.0,1.0,2.0,12.7,2.0,12.7,13.0,164.0,2.0,0.0,0.0,0.0,0.0,1.0
2.0,James Turner,K,13.0,,,,,,,0.0,,0.0,,,,0.0,,,louisville,2021,,,0.0,,,0.0,,46.0,47.0,97.9,14.0,22.0,63.6,88.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,6.8
1.0,James Turner,K,13.0,,,,,,,0.0,,0.0,,,,0.0,,,louisville,2022,,,0.0,,,0.0,,38.0,39.0,97.4,20.0,22.0,90.9,98.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,7.5
2.0,James Turner,K,15.0,,,,,,,0.0,,0.0,,,,0.0,,,michigan,2023,,,0.0,,,0.0,,65.0,66.0,98.5,18.0,21.0,85.7,119.0,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,0.0,0.0,0.0,7.9
45.0,James Walley Jr.,LB,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,texas-san-antonio,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,James Williams,DB,11.0,38.0,20.0,58.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,2.0,6.0,0.0,1.0,,miami-fl,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.0,James Williams,DB,12.0,48.0,25.0,73.0,1.0,0.0,1.0,44.0,44.0,0.0,5.0,1.0,0.0,0.0,2.0,,miami-fl,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,James Williams,DL,4.0,3.0,1.0,4.0,2.0,2.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,nebraska,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
