"X","FirstName","LastName","Position","Origin","Destination","TransferDate","Rating","Stars","Eligibility","Team","Transfer","Player","Team_New"
445,"Ethan","Sipe","OT","Dartmouth","Virginia","2023-11-29T23:04:00.000Z",NA,NA,"Immediate","Virginia",TRUE,"Ethan Sipe","virginia"
446,"Caleb","Krings","OG","Elon","Duke","2024-03-23T16:49:00.000Z",NA,NA,"Immediate","Duke",TRUE,"Caleb Krings","duke"
447,"Dominic","Boyd","OT","Alabama State","Georgia Southern","2024-04-16T13:45:00.000Z",NA,NA,"Immediate","Georgia Southern",TRUE,"Dominic Boyd","georgia-southern"
448,"Kuba","Tyszka","IOL","Wyoming","North Dakota","2024-04-16T22:02:00.000Z",NA,NA,"Immediate","North Dakota",TRUE,"Kuba Tyszka",NA
449,"Peseti","Lapuaho","OT","Weber State","San José State","2024-04-20T18:35:00.000Z",NA,NA,"Immediate","San José State",TRUE,"Peseti Lapuaho","san-jose-state"
450,"Jaxon","King","OT","Grambling","Massachusetts","2024-04-22T05:00:00.000Z",NA,NA,"Immediate","Massachusetts",TRUE,"Jaxon King","massachusetts"
451,"Rick","Moore","OT","Boise State","Old Dominion","2024-04-26T05:00:00.000Z",NA,NA,"Immediate","Old Dominion",TRUE,"Rick Moore","old-dominion"
452,"Deamontae","Diggs","DL","Youngstown State","Coastal Carolina","2024-04-17T15:10:00.000Z",0.88,3,"Immediate","Coastal Carolina",TRUE,"Deamontae Diggs","coastal-carolina"
453,"DeShawn","Lynch","DL","Sacramento State","Washington","2024-04-24T23:33:00.000Z",0.86,3,"Immediate","Washington",TRUE,"DeShawn Lynch","washington"
454,"Thomas","Gore","DL","Miami","Georgia Tech","2024-05-02T19:36:00.000Z",0.86,3,"Immediate","Georgia Tech",TRUE,"Thomas Gore","georgia-tech"
455,"Ru'Quan","Buckley","DL","Nebraska","Michigan State","2024-05-02T05:00:00.000Z",0.85,3,"Immediate","Michigan State",TRUE,"Ru'Quan Buckley","michigan-state"
456,"Amieh","Williams","DL","Angelo State","Tulsa","2023-11-27T06:00:00.000Z",0.84,3,"Immediate","Tulsa",TRUE,"Amieh Williams","tulsa"
457,"Harris","Adams","DL","Southeast Missouri State","Cincinnati","2024-04-16T21:27:00.000Z",0.84,3,"Immediate","Cincinnati",TRUE,"Harris Adams","cincinnati"
458,"Ben","Roberts","DL","Oregon","Michigan State","2024-05-01T14:35:00.000Z",0.84,3,"Immediate","Michigan State",TRUE,"Ben Roberts","michigan-state"
459,"Ben","McNaboe","DL","North Dakota","Ohio","2023-11-25T14:33:00.000Z",0.83,3,"Immediate","Ohio",TRUE,"Ben McNaboe","ohio"
460,"Gavin","Meyer","DL","Wyoming","USC","2024-05-04T02:37:00.000Z",0.83,3,"Immediate","USC",TRUE,"Gavin Meyer",NA
461,"AJ","Abbasi","DL","West Virginia State","James Madison","2023-11-24T15:11:00.000Z",0.82,3,"Immediate","James Madison",TRUE,"AJ Abbasi","james-madison"
462,"Tyrell","Martin","DL","Delaware State","Eastern Michigan","2024-04-16T23:58:00.000Z",0.81,3,"Immediate","Eastern Michigan",TRUE,"Tyrell Martin","eastern-michigan"
463,"Myron","Warren","DL","Texas State","Incarnate Word","2024-05-11T01:22:00.000Z",NA,4,"Immediate","Incarnate Word",TRUE,"Myron Warren",NA
464,"Dontay","Hunter II","DL","Ohio","Prairie View A&M","2024-04-02T05:00:00.000Z",NA,3,"Immediate","Prairie View A&M",TRUE,"Dontay Hunter II",NA
465,"Zyun","Reeves","DL","Louisiana Tech","","2024-04-30T15:16:00.000Z",NA,3,"Immediate","Louisiana Tech",FALSE,"Zyun Reeves","louisiana-tech"
466,"Syncere","Massey","DL","Abilene Christian","Texas Southern","2024-04-22T05:00:00.000Z",NA,3,"Immediate","Texas Southern",TRUE,"Syncere Massey",NA
467,"Poukesi","Vakauta","DL","Utah State","Colorado State","2024-03-01T06:00:00.000Z",NA,3,"Immediate","Colorado State",TRUE,"Poukesi Vakauta","colorado-state"
468,"RaQuan","Thompson","DL","UTEP","Marshall","2024-04-30T15:16:00.000Z",NA,3,"Immediate","Marshall",TRUE,"RaQuan Thompson","marshall"
469,"Gabe","Johnson","DL","Washington State","","2024-04-30T15:24:00.000Z",NA,3,"Immediate","Washington State",FALSE,"Gabe Johnson","washington-state"
470,"Rodney","Green Jr.","DL","North Texas","Northern Iowa","2024-04-16T01:37:00.000Z",NA,2,"Immediate","Northern Iowa",TRUE,"Rodney Green Jr.",NA
471,"Chris","Fitzgerald","DL","Youngstown State","James Madison","2024-03-20T00:07:00.000Z",NA,NA,"Immediate","James Madison",TRUE,"Chris Fitzgerald","james-madison"
472,"Savio","Frazier","DL","Mercer","Miami (OH)","2024-04-16T05:00:00.000Z",NA,NA,"Immediate","Miami (OH)",TRUE,"Savio Frazier","miami-oh"
473,"Garrison","Walker","DL","Auburn","New Mexico","2024-04-18T05:00:00.000Z",NA,NA,"Immediate","New Mexico",TRUE,"Garrison Walker","new-mexico"
474,"Collin","Vaughn","DL","Limestone College","Utah State","2024-04-18T15:03:00.000Z",NA,NA,"Immediate","Utah State",TRUE,"Collin Vaughn","utah-state"
475,"Charlie","Jackson","DL","Gardner-Webb","","2024-04-19T12:01:00.000Z",NA,NA,"Immediate","Gardner-Webb",FALSE,"Charlie Jackson",NA
476,"Devonta","Davis","DL","Jackson State","Florida Atlantic","2024-04-22T22:10:00.000Z",NA,NA,"Immediate","Florida Atlantic",TRUE,"Devonta Davis","florida-atlantic"
477,"Terrell","Allen","DL","Tennessee State","Tulane","2024-05-01T05:00:00.000Z",NA,NA,"Immediate","Tulane",TRUE,"Terrell Allen","tulane"
478,"Donovan","Green","DL","Northwestern State","Eastern Michigan","2024-05-01T19:24:00.000Z",NA,NA,"Immediate","Eastern Michigan",TRUE,"Donovan Green","eastern-michigan"
479,"Drew","Tuazama","DL","South Carolina","UCLA","2024-05-08T18:25:00.000Z",NA,NA,"Immediate","UCLA",TRUE,"Drew Tuazama","ucla"
480,"Jalen","Geiger","CB","Kentucky","Tulane","2023-11-27T19:35:00.000Z",0.86,3,"Immediate","Tulane",TRUE,"Jalen Geiger","tulane"
481,"Kam","Brown","WR","UCLA","Purdue","2023-11-27T19:17:00.000Z",0.85,3,"Immediate","Purdue",TRUE,"Kam Brown","purdue"
482,"Sam","Howard","LB","Austin Peay","Tulane","2024-03-22T05:00:00.000Z",0.88,3,"Immediate","Tulane",TRUE,"Sam Howard","tulane"
483,"Ryan","Wilkins","LS","Elon","UCLA","2023-11-23T13:48:00.000Z",NA,NA,"Immediate","UCLA",TRUE,"Ryan Wilkins","ucla"
484,"Jake","Golday","LB","Central Arkansas","Cincinnati","2024-04-16T12:12:00.000Z",0.87,3,"Immediate","Cincinnati",TRUE,"Jake Golday","cincinnati"
485,"Jordan","Whitney","LB","Washington","","2024-05-02T17:53:00.000Z",0.87,3,"Immediate","Washington",FALSE,"Jordan Whitney","washington"
486,"Johnny","Chaney Jr.","LB","Florida A&M","Colorado","2024-04-30T15:42:00.000Z",0.86,3,"Immediate","Colorado",TRUE,"Johnny Chaney Jr.","colorado"
487,"Rodney","Dansby","LB","Houston Christian","Memphis","2024-01-10T06:00:00.000Z",0.85,3,"Immediate","Memphis",TRUE,"Rodney Dansby","memphis"
488,"Noah","Taylor","LB","Cornell","Northwestern","2023-10-23T05:00:00.000Z",0.84,3,"Immediate","Northwestern",TRUE,"Noah Taylor","northwestern"
489,"Donovan","Stephens","LB","Oklahoma State","Bowling Green","2024-04-29T21:30:00.000Z",0.84,3,"Immediate","Bowling Green",TRUE,"Donovan Stephens","bowling-green-state"
490,"Xavier","Robinson","LB","West Georgia","Georgia State","2024-04-01T05:00:00.000Z",0.82,3,"Immediate","Georgia State",TRUE,"Xavier Robinson","georgia-state"
491,"Randolph","Kpai","LB","Nebraska","New Mexico","2024-03-15T22:32:00.000Z",NA,4,"Immediate","New Mexico",TRUE,"Randolph Kpai","new-mexico"
492,"Victory","Johnson","LB","Colorado","Cal Poly","2024-04-30T09:17:00.000Z",NA,3,"Immediate","Cal Poly",TRUE,"Victory Johnson",NA
493,"Benjamin","Hudson","LB","Stanford","","2024-04-30T05:00:00.000Z",NA,3,"Immediate","Stanford",FALSE,"Benjamin Hudson","stanford"
494,"Keoni","Denny","LB","Charlotte","","2024-04-30T15:29:00.000Z",NA,3,"Immediate","Charlotte",FALSE,"Keoni Denny","charlotte"
495,"Dontavius","Burrows","LB","Texas State","UL Monroe","2024-04-06T05:00:00.000Z",NA,3,"Immediate","UL Monroe",TRUE,"Dontavius Burrows",NA
496,"Kiersten","Lee","ILB","Stanford","","2024-04-30T15:09:00.000Z",NA,3,"Immediate","Stanford",FALSE,"Kiersten Lee","stanford"
497,"Jordan","Smith","LB","Texas State","","2024-05-06T15:29:00.000Z",NA,2,"Immediate","Texas State",FALSE,"Jordan Smith","texas-state"
498,"Ebon","Person","LB","Anderson","Indiana","2023-11-18T06:00:00.000Z",NA,2,"Immediate","Indiana",TRUE,"Ebon Person","indiana"
499,"David","Powers","ILB","Wofford","","2023-12-05T00:01:00.000Z",NA,NA,"Immediate","Wofford",FALSE,"David Powers",NA
500,"Grady","Stanley","LB","Indiana State","Taylor","2023-12-09T06:00:00.000Z",NA,NA,"Immediate","Taylor",TRUE,"Grady Stanley",NA
501,"Khalib","Gilmore","LB","Syracuse","Ball State","2024-04-15T05:00:00.000Z",NA,NA,"Immediate","Ball State",TRUE,"Khalib Gilmore","ball-state"
502,"Darius","McKenzie","LB","Maine","South Alabama","2024-04-16T01:08:00.000Z",NA,NA,"Immediate","South Alabama",TRUE,"Darius McKenzie","south-alabama"
503,"RJ","Chakolis","LB","New Mexico State","","2024-04-30T05:00:00.000Z",NA,NA,"Immediate","New Mexico State",FALSE,"RJ Chakolis","new-mexico-state"
504,"Joseph","Roback","LB","Washington State","","2024-04-30T15:26:00.000Z",NA,NA,"Immediate","Washington State",FALSE,"Joseph Roback","washington-state"
505,"Fritzny","Niclasse","LB","Arizona State","","2024-05-01T21:48:00.000Z",NA,NA,"Immediate","Arizona State",FALSE,"Fritzny Niclasse","arizona-state"
506,"King","Mack","S","Penn State","Alabama","2024-05-02T18:44:00.000Z",0.92,4,"Immediate","Alabama",TRUE,"King Mack","alabama"
507,"Cameron","Broussard","S","Sacramento State","Washington","2024-04-30T01:18:00.000Z",0.87,3,"Immediate","Washington",TRUE,"Cameron Broussard","washington"
508,"RJ","Johnson","CB","Arkansas","Colorado","2024-04-30T09:14:00.000Z",0.86,3,"Immediate","Colorado",TRUE,"RJ Johnson","colorado"
509,"Devin","Pringle","S","Grand Valley State University","Houston","2024-04-18T14:54:00.000Z",0.85,3,"Immediate","Houston",TRUE,"Devin Pringle","houston"
510,"Lejond","Cavazos","CB","North Carolina","Michigan State","2024-04-15T05:00:00.000Z",0.85,3,"Immediate","Michigan State",TRUE,"Lejond Cavazos","michigan-state"
511,"Mac","McWilliams","CB","UAB","UCF","2024-04-30T05:00:00.000Z",0.85,3,"Immediate","UCF",TRUE,"Mac McWilliams",NA
512,"Kekoura","Tarnue","CB","Jacksonville State","West Virginia","2024-04-16T14:46:00.000Z",0.85,3,"Immediate","West Virginia",TRUE,"Kekoura Tarnue","west-virginia"
513,"Owen","Goss","S","Colgate","Arizona","2023-12-04T06:00:00.000Z",0.85,3,"Immediate","Arizona",TRUE,"Owen Goss","arizona"
514,"Kam","Snell","S","Gannon","Jacksonville State","2023-11-15T06:00:00.000Z",0.84,3,"Immediate","Jacksonville State",TRUE,"Kam Snell","jacksonville-state"
515,"Angelo","Rankin Jr.","CB","Richmond","Old Dominion","2023-11-20T06:00:00.000Z",0.84,3,"Immediate","Old Dominion",TRUE,"Angelo Rankin Jr.","old-dominion"
516,"Ivan","Yates","CB","Furman","Colorado","2023-12-12T20:39:00.000Z",0.83,3,"Immediate","Colorado",TRUE,"Ivan Yates","colorado"
517,"Josh","Knapp","S","VMI","Jacksonville State","2023-11-20T06:00:00.000Z",0.82,3,"Immediate","Jacksonville State",TRUE,"Josh Knapp","jacksonville-state"
518,"Kahzir","Brown","CB","Maine","Florida Atlantic","2023-12-04T16:28:00.000Z",0.8,3,"Immediate","Florida Atlantic",TRUE,"Kahzir Brown","florida-atlantic"
519,"Jordan","Reagan","CB","Oklahoma State","Marshall","2024-05-03T17:43:00.000Z",NA,3,"Immediate","Marshall",TRUE,"Jordan Reagan","marshall"
520,"Jarvis","Ware","CB","UCF","UNLV","2024-04-16T23:45:00.000Z",NA,3,"Immediate","UNLV",TRUE,"Jarvis Ware",NA
521,"Jalen","Williams","CB","Fresno State","Sacramento State","2024-04-29T17:17:00.000Z",NA,3,"Immediate","Sacramento State",TRUE,"Jalen Williams",NA
522,"Khary","Crump","CB","Michigan State","Houston Christian","2024-05-01T20:27:00.000Z",NA,3,"Immediate","Houston Christian",TRUE,"Khary Crump",NA
523,"K-Shawn","Schulters","S","Villanova","Monmouth","2023-12-12T02:11:00.000Z",NA,3,"Immediate","Monmouth",TRUE,"K-Shawn Schulters",NA
524,"Donovan","Turner","CB","Massachusetts","Long Beach City College","2024-01-31T22:11:00.000Z",NA,3,"Immediate","Long Beach City College",TRUE,"Donovan Turner",NA
525,"Jayden","Williams","CB","Miami (OH)","","2024-04-30T05:00:00.000Z",NA,3,"Immediate","Miami (OH)",FALSE,"Jayden Williams","miami-oh"
526,"Shiloh","Means","S","Pennsylvania","","2023-11-23T23:41:00.000Z",NA,3,"Immediate","Pennsylvania",FALSE,"Shiloh Means",NA
527,"Daniel","Edwards Jr.","CB","Western Kentucky","","2024-05-02T14:25:00.000Z",NA,3,"Immediate","Western Kentucky",FALSE,"Daniel Edwards Jr.","western-kentucky"
528,"Prince","Ford","CB","Illinois","Montana","2024-04-16T23:23:00.000Z",NA,3,"Immediate","Montana",TRUE,"Prince Ford",NA
529,"CJ","Davis","CB","Marshall","Indiana State","2023-12-01T06:00:00.000Z",NA,3,"Immediate","Indiana State",TRUE,"CJ Davis",NA
530,"Steven","Parker","S","Charlotte","","2024-04-30T15:05:00.000Z",NA,3,"Immediate","Charlotte",FALSE,"Steven Parker","charlotte"
531,"Jeremiah","McClendon","S","Florida International","Southern Illinois","2024-04-15T22:04:00.000Z",NA,3,"Immediate","Southern Illinois",TRUE,"Jeremiah McClendon",NA
532,"Todd","Bumphis","CB","Cincinnati","Bowling Green","2024-04-23T05:00:00.000Z",NA,3,"Immediate","Bowling Green",TRUE,"Todd Bumphis","bowling-green-state"
533,"Donald","Lee","CB","Grambling","UAB","2024-04-16T13:54:00.000Z",NA,3,"Immediate","UAB",TRUE,"Donald Lee",NA
534,"Pig","Cage","S","UTSA","Louisiana Tech","2024-05-02T02:28:00.000Z",NA,3,"Immediate","Louisiana Tech",TRUE,"Pig Cage","louisiana-tech"
535,"Jahmal","Sam","S","UL Monroe","","2024-04-30T15:12:00.000Z",NA,3,"Immediate","UL Monroe",FALSE,"Jahmal Sam",NA
536,"Omari","Philyaw","CB","App State","Tennessee Tech","2024-04-16T15:53:00.000Z",NA,3,"Immediate","Tennessee Tech",TRUE,"Omari Philyaw",NA
537,"Imari","Conley","CB","San José State","","2024-05-02T00:41:00.000Z",NA,3,"Immediate","San José State",FALSE,"Imari Conley","san-jose-state"
538,"Cameron","Watts","CB","Texas Tech","New Mexico","2024-04-25T01:10:00.000Z",NA,3,"Immediate","New Mexico",TRUE,"Cameron Watts","new-mexico"
539,"Kyron","White","S","San Diego State","","2024-05-03T21:13:00.000Z",NA,3,"Immediate","San Diego State",FALSE,"Kyron White","san-diego-state"
540,"Travis","Collier","CB","Jacksonville State","North Alabama","2024-04-23T18:25:00.000Z",NA,2,"Immediate","North Alabama",TRUE,"Travis Collier",NA
541,"Aubrey","Parker","S","Brown","","2023-11-23T23:48:00.000Z",NA,2,"Immediate","Brown",FALSE,"Aubrey Parker",NA
542,"Davis","Burns","S","UTEP","Northern Arizona","2024-04-30T14:52:00.000Z",NA,2,"Immediate","Northern Arizona",TRUE,"Davis Burns",NA
543,"Johnny","Schmitt","S","Illinois","Southern Illinois","2024-05-01T14:58:00.000Z",NA,2,"Immediate","Southern Illinois",TRUE,"Johnny Schmitt",NA
544,"Amir","Wallace","CB","San Diego","San José State","2023-12-07T06:00:00.000Z",NA,2,"Immediate","San José State",TRUE,"Amir Wallace","san-jose-state"
545,"D'Angelo","Bellamy","CB","UTEP","","2024-04-30T15:09:00.000Z",NA,NA,"Immediate","UTEP",FALSE,"D'Angelo Bellamy",NA
546,"Arsheen","Jiles","CB","Sacred Heart","Massachusetts","2023-12-04T06:00:00.000Z",NA,NA,"Immediate","Massachusetts",TRUE,"Arsheen Jiles","massachusetts"
547,"Ja'kai","Young","CB","Gardner-Webb","James Madison","2023-12-07T00:52:00.000Z",NA,NA,"Immediate","James Madison",TRUE,"Ja'kai Young","james-madison"
548,"Jordan","Taylor","CB","Greeneville","James Madison","2024-02-09T06:00:00.000Z",NA,NA,"Immediate","James Madison",TRUE,"Jordan Taylor","james-madison"
549,"Brayden","Hall","CB","Notre Dame College","Coastal Carolina","2024-02-29T06:00:00.000Z",NA,NA,"Immediate","Coastal Carolina",TRUE,"Brayden Hall","coastal-carolina"
550,"Trevon","Booker","CB","Campbell","Charlotte","2024-04-16T05:00:00.000Z",NA,NA,"Immediate","Charlotte",TRUE,"Trevon Booker","charlotte"
551,"Kamren","Watkins-Hunter","CB","Georgetown","Massachusetts","2024-04-30T21:07:00.000Z",NA,NA,"Immediate","Massachusetts",TRUE,"Kamren Watkins-Hunter","massachusetts"
552,"Diassa","Diakite","CB","Robert Morris","Duke","2024-01-02T16:39:00.000Z",NA,NA,"Immediate","Duke",TRUE,"Diassa Diakite","duke"
553,"Tyjon","Jones","S","Youngstown State","UAB","2024-04-19T05:00:00.000Z",NA,NA,"Immediate","UAB",TRUE,"Tyjon Jones",NA
554,"Patrick","Taylor","S","Georgia","Jacksonville State","2024-04-30T15:20:00.000Z",NA,NA,"Immediate","Jacksonville State",TRUE,"Patrick Taylor","jacksonville-state"
555,"Dante","Caputo","S","Pittsburgh","","2024-05-02T09:07:00.000Z",NA,NA,"Immediate","Pittsburgh",FALSE,"Dante Caputo","pittsburgh"
556,"Ian","Conerly-Goodly","S","SE Louisiana","Troy","2024-04-22T05:00:00.000Z",NA,NA,"Immediate","Troy",TRUE,"Ian Conerly-Goodly","troy"
557,"JJ","Jean-Louis","LB","Iowa State","North Texas","2023-12-04T17:51:00.000Z",0.82,3,"Immediate","North Texas",TRUE,"JJ Jean-Louis","north-texas"
558,"Jacob","Barnes","K","Louisiana Tech","Tulane","2023-11-30T22:59:00.000Z",NA,2,"Immediate","Tulane",TRUE,"Jacob Barnes","tulane"
559,"Daniel","Meunier","LS","USC","Texas State","2024-05-02T14:29:00.000Z",NA,NA,"Immediate","Texas State",TRUE,"Daniel Meunier","texas-state"
560,"Aidan","Laros","P","UT Martin","Kentucky","2024-04-24T14:08:00.000Z",NA,NA,"Immediate","Kentucky",TRUE,"Aidan Laros","kentucky"
561,"Kriston","Davis","CB","Southern","Houston","2023-12-01T17:19:00.000Z",0.88,3,"Immediate","Houston",TRUE,"Kriston Davis","houston"
562,"Devin","Downing","WR","BYU","Southern Utah","2024-05-01T01:54:00.000Z",NA,3,"Immediate","Southern Utah",TRUE,"Devin Downing",NA
563,"Collin","Gill","CB","Oregon","Georgia","2024-05-01T01:18:00.000Z",0.85,3,"Immediate","Georgia",TRUE,"Collin Gill","georgia"
564,"Kyion","Grayes","WR","Ohio State","California","2024-05-01T00:33:00.000Z",0.89,3,"Immediate","California",TRUE,"Kyion Grayes","california"
565,"Dallas","Sims","WR","Minnesota","Old Dominion","2024-05-01T00:30:00.000Z",NA,3,"Immediate","Old Dominion",TRUE,"Dallas Sims","old-dominion"
566,"Tony","Mitchell","S","Alabama","East Mississippi C.C.","2024-05-01T00:12:00.000Z",0.88,3,"Immediate","East Mississippi C.C.",TRUE,"Tony Mitchell",NA
567,"Nigel","Glover","LB","Ohio State","Northwestern","2024-04-30T23:57:00.000Z",0.86,3,"Immediate","Northwestern",TRUE,"Nigel Glover","northwestern"
568,"Bryce","LaFollette","P","Virginia Tech","Towson","2024-04-30T23:55:00.000Z",NA,NA,"Immediate","Towson",TRUE,"Bryce LaFollette",NA
569,"Brione","Ramsey-Brooks","IOL","TCU","","2024-04-30T22:54:00.000Z",NA,3,"Immediate","TCU",FALSE,"Brione Ramsey-Brooks",NA
570,"Marquis","Shoulders","WR","Tulsa","Houston","2024-04-30T22:10:00.000Z",0.86,3,"Immediate","Houston",TRUE,"Marquis Shoulders","houston"
571,"Jaden","Mangham","S","Michigan State","Michigan","2024-04-30T22:08:00.000Z",0.87,3,"Immediate","Michigan",TRUE,"Jaden Mangham","michigan"
572,"Kedrick","Reescano","RB","Ole Miss","Arizona","2024-04-30T21:25:00.000Z",0.91,4,"Immediate","Arizona",TRUE,"Kedrick Reescano","arizona"
573,"Charvis","Thornton","RB","Louisiana Tech","","2023-11-30T21:17:00.000Z",NA,3,"Immediate","Louisiana Tech",FALSE,"Charvis Thornton","louisiana-tech"
574,"Skielar","Mann","LB","Ole Miss","","2024-04-30T21:00:00.000Z",NA,3,"Immediate","Ole Miss",FALSE,"Skielar Mann","mississippi"
575,"Hayden","Moore","LB","Michigan","Washington","2024-04-30T20:28:00.000Z",0.85,3,"Immediate","Washington",TRUE,"Hayden Moore","washington"
576,"Keleki","Latu","TE","Nevada","Washington","2024-04-30T20:27:00.000Z",0.86,3,"Immediate","Washington",TRUE,"Keleki Latu","washington"
577,"Kofi","Taylor-Barrocks","LB","Colorado","UTEP","2024-04-30T20:07:00.000Z",0.82,3,"Immediate","UTEP",TRUE,"Kofi Taylor-Barrocks",NA
578,"Jaren","Mangham","RB","Michigan State","Minnesota","2024-04-30T19:52:00.000Z",0.86,3,"Immediate","Minnesota",TRUE,"Jaren Mangham","minnesota"
579,"River","Hanson","S","Duke","","2024-04-30T19:09:00.000Z",NA,3,"Immediate","Duke",FALSE,"River Hanson","duke"
580,"Rodney","Leaks","OT","Houston Christian","","2024-04-30T18:46:00.000Z",NA,3,"Immediate","Houston Christian",FALSE,"Rodney Leaks",NA
581,"Bruno","Fina","OT","UCLA","Duke","2024-04-30T17:01:00.000Z",0.84,3,"Immediate","Duke",TRUE,"Bruno Fina","duke"
582,"Kenny","Byrd","LB","UTEP","Tiffin University","2024-04-30T16:42:00.000Z",NA,NA,"Immediate","Tiffin University",TRUE,"Kenny Byrd",NA
583,"Mel","Brown","RB","Gardner-Webb","UConn","2023-11-29T06:00:00.000Z",0.87,3,"Immediate","UConn",TRUE,"Mel Brown",NA
584,"Michael","Mack","CB","Wisconsin","Ohio","2024-04-30T16:36:00.000Z",NA,NA,"Immediate","Ohio",TRUE,"Michael Mack","ohio"
585,"Zion","Hopes","S","Louisiana Tech","Stephen F. Austin","2024-04-30T16:33:00.000Z",NA,3,"Immediate","Stephen F. Austin",TRUE,"Zion Hopes",NA
586,"Chaz","Ah You","LB","BYU","","2024-04-30T16:27:00.000Z",NA,4,"Immediate","BYU",FALSE,"Chaz Ah You","brigham-young"
587,"Evan","Cooke","OT","Kent State","","2024-04-30T16:27:00.000Z",NA,NA,"Immediate","Kent State",FALSE,"Evan Cooke","kent-state"
588,"Aeneas","Peebles","DL","Duke","Virginia Tech","2023-11-29T14:24:00.000Z",0.89,3,"Immediate","Virginia Tech",TRUE,"Aeneas Peebles","virginia-tech"
589,"Silas","Evans","WR","Colorado State","","2024-04-30T16:25:00.000Z",NA,3,"Immediate","Colorado State",FALSE,"Silas Evans","colorado-state"
590,"Steele","Wasel","QB","Akron","Oklahoma","2024-04-30T16:20:00.000Z",NA,2,"Immediate","Oklahoma",TRUE,"Steele Wasel","oklahoma"
591,"DaShawn","Jones","CB","Wake Forest","Alabama","2024-04-30T15:25:00.000Z",0.87,3,"Immediate","Alabama",TRUE,"DaShawn Jones","alabama"
592,"Demarkcus","Bowman","RB","UCF","","2024-04-30T15:18:00.000Z",NA,5,"Immediate","UCF",FALSE,"Demarkcus Bowman",NA
593,"Josh","Phillips","LB","UTEP","Delta State","2024-04-30T14:58:00.000Z",NA,2,"Immediate","Delta State",TRUE,"Josh Phillips",NA
594,"Montre","Miller","CB","West Virginia","Mississippi State","2024-04-30T14:51:00.000Z",0.86,3,"Immediate","Mississippi State",TRUE,"Montre Miller","mississippi-state"
595,"Bishop","Thomas","DL","Colorado","Georgia State","2024-04-30T14:27:00.000Z",0.84,3,"Immediate","Georgia State",TRUE,"Bishop Thomas","georgia-state"
596,"Aiden","DeCorte","LS","Central Michigan","Marshall","2023-12-01T19:31:00.000Z",NA,NA,"Immediate","Marshall",TRUE,"Aiden DeCorte","marshall"
597,"Enokk","Vimahi","IOL","Ohio State","Washington","2024-04-30T13:27:00.000Z",0.85,3,"Immediate","Washington",TRUE,"Enokk Vimahi","washington"
598,"Marcellius","Pulliam","LB","Miami","Michigan State","2024-04-30T13:14:00.000Z",0.86,3,"Immediate","Michigan State",TRUE,"Marcellius Pulliam","michigan-state"
599,"Garrett","McGriff","S","Wyoming","","2024-04-29T17:10:00.000Z",NA,3,"Immediate","Wyoming",FALSE,"Garrett McGriff","wyoming"
600,"Obie","Sanni","RB","Old Dominion","","2024-04-29T17:06:00.000Z",NA,2,"Immediate","Old Dominion",FALSE,"Obie Sanni","old-dominion"
601,"Chance","Luper","WR","Missouri","","2024-04-29T17:03:00.000Z",NA,3,"Immediate","Missouri",FALSE,"Chance Luper","missouri"
602,"Dre","Spriggs","WR","UTEP","","2024-04-29T16:58:00.000Z",NA,3,"Immediate","UTEP",FALSE,"Dre Spriggs",NA
603,"Elijah","Boyd","TE","UTEP","Bowling Green","2024-04-29T16:53:00.000Z",0.82,3,"Immediate","Bowling Green",TRUE,"Elijah Boyd","bowling-green-state"
604,"Walter","Samuel","RB","Memphis","","2024-04-29T16:50:00.000Z",NA,3,"Immediate","Memphis",FALSE,"Walter Samuel","memphis"
605,"Teddy","Knox","WR","SMU","","2024-04-29T16:44:00.000Z",NA,4,"Immediate","SMU",FALSE,"Teddy Knox","southern-methodist"
606,"Tristan","Lyon","P","Georgia State","","2024-04-29T15:04:00.000Z",NA,NA,"Immediate","Georgia State",FALSE,"Tristan Lyon","georgia-state"
607,"Caleb","Jordan","QB","Northern Illinois","Portland State","2024-04-29T15:02:00.000Z",NA,3,"Immediate","Portland State",TRUE,"Caleb Jordan",NA
608,"Delvin","Whitaker","LB","Louisiana Tech","","2024-04-29T14:59:00.000Z",NA,3,"Immediate","Louisiana Tech",FALSE,"Delvin Whitaker","louisiana-tech"
609,"Michael","Cox","RB","Missouri","","2024-04-29T14:56:00.000Z",NA,NA,"Immediate","Missouri",FALSE,"Michael Cox","missouri"
610,"Demick","Starling","WR","Virginia","","2023-11-30T22:25:00.000Z",NA,2,"Immediate","Virginia",FALSE,"Demick Starling","virginia"
611,"Timothy","Lawson","OT","Marshall","","2024-04-29T14:41:00.000Z",NA,3,"Immediate","Marshall",FALSE,"Timothy Lawson","marshall"
612,"Ezra","Dotson-Oyetade","LB","TCU","Florida A&M","2024-04-28T15:08:00.000Z",NA,4,"Immediate","Florida A&M",TRUE,"Ezra Dotson-Oyetade",NA
613,"Kodi","DeCambra","S","Oregon","UNLV","2024-04-28T15:07:00.000Z",NA,4,"Immediate","UNLV",TRUE,"Kodi DeCambra",NA
614,"Romello","Watson","IOL","Tennessee State","Georgia State","2024-04-16T13:00:00.000Z",0.82,3,"Immediate","Georgia State",TRUE,"Romello Watson","georgia-state"
615,"Jerrae","Williams","CB","UNLV","Washington State","2024-04-01T16:47:00.000Z",0.85,3,"Immediate","Washington State",TRUE,"Jerrae Williams","washington-state"
